gen,id,i_j0->o_m2,i_m2->o_m3,i_j3->o_m3,i_j1->o_m3,i_j3->h_0,h_0->o_m3,i_m2->h_1,h_1->o_m3,i_m2->h_2,h_2->h_1,i_j0->h_3,h_3->o_m2,h_3->h_4,h_4->o_m2,i_m3->o_m3,h_3->h_5,h_5->h_4,i_j4->o_m2,i_j4->h_6,h_6->o_m2,h_0->o_m2,i_j0->h_7,h_7->h_3,h_4->o_m3,i_j3->h_8,h_8->h_0,i_j7->o_m3,i_m3->o_m2,i_m2->h_0,i_j5->o_m3,i_j5->h_1,i_m3->h_2,h_2->o_m2,i_j5->h_3,h_3->h_1,i_j4->o_m3,i_j4->h_4,i_j1->h_5,h_5->o_m3,i_c->o_m3,i_j5->h_6,h_6->h_3,i_j3->o_m2,h_2->h_7,h_7->o_m2,i_j5->o_m2,h_2->h_8,h_8->h_7,h_7->h_9,h_9->o_m2,h_9->o_m3,i_j6->o_m3,h_6->o_m3,i_j1->o_m2,i_j6->o_m2,i_j6->h_0,i_j6->h_1,h_1->h_0,h_1->h_2,h_2->h_0,i_ca->o_m2,h_1->h_3,h_3->h_2,h_1->h_4,h_4->h_3,h_0->h_5,h_5->o_m2,h_1->h_7,h_7->h_4,i_ca->h_8,h_8->o_m2,h_9->h_4,i_j1->h_0,h_0->h_1,h_0->h_2,h_3->o_m3,h_5->h_0,h_1->h_6,i_ca->o_m3,h_6->h_7,i_j2->o_m2,h_8->o_m3,h_2->h_9,h_9->h_1,i_c->o_m2,i_j2->o_m3,i_j2->h_0,i_j2->h_1,h_0->h_6,h_6->h_5,i_ca->h_7,h_7->h_8,h_3->h_9,h_9->h_2,i_j0->o_m3,h_1->o_m2,i_j6->h_2,h_2->h_3,h_3->h_0,i_j1->h_4,i_j2->h_6,h_0->h_7,h_7->h_1,i_j0->h_8,i_j1->h_9,i_m2->o_m2,i_c->h_0,i_j0->h_1,i_m2->h_3,i_c->h_4,h_4->h_0,i_j2->h_7,h_7->h_6,h_5->h_8,i_j3->h_9,i_j5->h_0,i_j5->h_2,i_j5->h_4,h_4->h_2,h_1->h_5,h_5->h_3,i_j6->h_6,h_5->h_7,h_2->o_m3,i_m3->h_8,h_4->h_9,i_j7->o_m2,i_ca->h_0,i_ca->h_2,h_2->h_5,i_m2->h_6,h_7->o_m3,i_m3->h_9,h_0->h_3,h_5->h_6,h_0->h_8,h_8->h_5,h_0->h_9,h_9->h_8,i_m3->h_3,i_m3->h_4,h_4->h_5,h_6->h_2,h_7->h_0,i_j4->h_9,i_j3->h_2,i_j3->h_3,h_5->h_2,i_j3->h_7,h_8->h_2,h_5->h_9,i_j4->h_2,i_ca->h_3,h_4->h_4,h_7->h_5,i_j0->h_6,i_j4->h_7,i_j5->h_9,i_c->h_3,i_m3->h_6,h_4->h_8,i_j7->h_9,i_j6->h_4,h_8->h_8,h_9->h_3,i_j2->h_2,i_j4->h_3,i_ca->h_4,i_j4->h_5,h_8->h_6,h_8->h_9,i_j7->h_3,i_m2->h_4,i_j0->h_5,i_j7->h_6,i_j2->h_3,h_8->h_4,h_4->h_6,i_c->h_9,i_c->h_2,h_8->h_3,h_9->h_5,i_j0->h_4,i_ca->h_6,i_j6->h_7,i_j4->h_8,h_6->h_8,h_7->h_2,i_m2->h_8,i_c->h_6,h_4->h_7,i_j2->h_9,h_2->h_6,i_m2->h_7,i_j6->h_8,i_j0->h_9,i_j7->h_4,i_j3->h_5,h_9->h_7,i_j0->h_2,i_j2->h_4,i_m2->h_5,i_j3->h_6,i_j3->h_4,h_9->h_6,h_9->h_9,i_j5->h_5,h_3->h_8,i_j7->h_2,i_j5->h_7,h_2->h_4,h_6->h_4,i_m3->h_7,h_3->h_7,h_6->h_6,i_c->h_5,h_2->h_2,h_3->h_3,i_j7->h_5,h_3->h_6,i_c->h_7,i_m2->h_9,i_j2->h_5,i_j7->h_8,i_j6->h_9,i_j6->h_5,i_ca->h_9,i_j5->h_8,h_7->h_7,i_j1->h_3,i_c->h_8,i_j1->h_7,i_j2->h_8,h_6->h_9,i_j6->h_3,i_j1->h_8,i_j1->h_2,h_5->h_5,i_j1->h_6,i_j7->h_7,i_m3->h_5
1104,1103-2,,-3.519680991176279,0.7345770172105112,-2.6252313971212016,,,,,,,,0.6113884368980114,,1.1178504077254208,1.0860610923170713,,,0.9558343116124975,,,,,,-0.1085245327743389,,,0.1054466458944871,-0.3746991992597596,,-0.9363066942593375,,,-0.1206278810384237,,,,,,-0.8891396875983681,0.7941117309509543,,,0.6467615163635083,,0.6161378844758008,0.8071919529341622,,,,-0.5585090470417675,-0.1006104329696667,-0.19380551495133,-0.6062032977074758,-0.2951156397043494,-0.912779881817428,,,,,,0.2896434910063868,,,,,,0.255607648673445,,,,-0.1242024357125608,,,,,-0.5586036269116926,,,-0.1512661644869729,,,,,,1.475557154138975,0.5367971657777153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0925968605758986,,,0.9912216808076386,,,,,-0.8776439123911866,,,,,,,,,,,,,,,,,,,1.074478744182267,,,,,,,,,,,,,,,0.2465320597009513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,1104-1,0.5602320091046634,-3.478551987339141,0.6985890185215116,-2.666575601393278,,,,,,,,0.5909445954162057,,1.0455255277562103,1.122580812674907,,,0.91091198152029,,,,,,-0.8714062503494484,,,0.1054466543499507,-0.3803293060158283,,-0.9133541056921534,,,-0.1335193529006803,,,,,,-0.8005493775630543,0.7941117316914966,,,0.6954649134293758,,,0.7704984839629552,,,,-0.3325645296111393,-0.0914256183265603,-0.2017857236233825,-0.6060689104411203,-0.2865221331355332,-0.7890323997806654,,,,,,0.2406378097971936,,,,,,0.2273569947765761,,,,-0.1307998538258682,,,,,-0.6165133115569956,,,-0.2510351114067616,,,,,,1.4388782776018567,0.5250844610719241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1291691884088481,,,1.0102474246143838,,,,,-0.8478303389098727,,,,,,,,,,,,,,,,,,,1.0304829109174434,,,,,,,,,,,,,,,0.3858984961017372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,1103-0,,-3.3980970550066014,0.9029726713227144,-2.633142245229574,,,,,,,,0.4695836910544995,,,1.1515938307235618,,,0.889184176656731,,,,,,-0.117385898008313,,,0.1054471432606476,-0.2806966982143811,,-0.9376533291446214,,,-0.1032936348639196,,,,,,-1.0945876014630818,0.794111774511037,,,0.2870819533617366,,,0.7336527669422261,,,,,0.0534446406510722,-0.1065524619257503,-0.5982983877932332,-0.2769706116688253,-0.8093141333549021,,,,,,0.4862151218867888,,,,,,0.3166200974823199,,,,-0.1675246256123426,,,,,-0.4131399634790168,,,-0.352360841826861,,0.2959273213944551,0.8983615941270489,,,1.491754876620683,0.279722881491716,,,,,,,,,,,,,,,,,,,,0.4633318052947784,,,,,,,,,,,,,,,,,,0.1003856344704193,,,1.1658936110432705,,,,,-0.7258303227235532,,,,,,,,,,,,,,,,,,,0.977610875299962,,,,,,,,,,,,,,,0.2466928190513064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,1103-0,,-3.536163835229292,0.9029726713227144,-2.633142245229574,,,,,,,,0.4695836910544995,,,1.1515938307235618,,,0.889184176656731,,,,,,-0.117385898008313,,,0.1054471432606476,-0.2806966982143811,,-0.9376533291446214,,,-0.1032936348639196,,,,,,-1.0945876014630818,0.794111774511037,,,0.2870819533617366,,,0.5825857712953856,,,,,0.0534446406510722,-0.1065524619257503,-0.5982983877932332,-0.2769706116688253,-0.8093141333549021,,,,,,0.4862151218867888,,,,,,0.3166200974823199,,,,-0.3807744777055726,,,,,-0.4131399634790168,,,-0.352360841826861,,0.5156840260944889,0.8983615941270489,,,1.511673124264424,0.518423977019897,,,,,,,,,,,,,,,,,,,,0.4633318052947784,,,,,,,,,,,,,,,,,,0.1003856344704193,,,1.0602358791033697,,,,,-0.7258303227235532,,,,,,,,,,,,,,,,,,,0.977610875299962,,,,,,,,,,,,,,,0.17945549688128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,1107-0,,-3.459673819219079,0.9029726713227144,-2.633142245229574,,,,,,,,0.4396215380674621,,,1.1515938307235618,,,0.9885817281095004,,,,,,-0.0353349968048537,,,0.1054471432606476,-0.2806966982143811,,-0.9376533291446214,,,-0.1032936348639196,,,,,,-1.0945876014630818,0.794111774511037,,,0.2870819533617366,,,0.6662780026706967,,,,,0.0534446406510722,-0.1065524619257503,-0.5982983877932332,-0.2769706116688253,-0.8093141333549021,,,,,,0.4862151218867888,,,,,,0.3853487853140093,,,,-0.2431920122777469,,,,,,,,-0.6646313115647837,,0.3939371885587297,0.8983615941270489,,,1.500638267952806,0.3404721551268537,,,,,,,,,-0.3471720383953072,,,,,,,,,,,0.4633318052947784,,,,,,,,,,,,,,,,,,0.1003856344704193,,,1.013424996461544,,,,,-0.8747265856189221,,,,,,,,,,,,,,,,,,,0.977610875299962,,,,,,,,,,,,,,,0.2167054699810652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,1107-0,,-3.459673819219079,0.9029726713227144,-2.633142245229574,,,,,,,,0.4396215380674621,,,1.075983728899046,,,0.9885817281095004,,,,,,-0.0353349968048537,,,0.1054471432606476,-0.0807092785270342,,-0.9376533291446214,,,-0.1032936348639196,,,,,,-1.0945876014630818,0.794111774511037,,,0.2870819533617366,,,0.6662780026706967,,,,,0.0534446406510722,-0.2109617081725352,-0.5982983877932332,-0.2769706116688253,-0.8093141333549021,,,,,,0.6005531433136219,,,,,,0.3853487853140093,,,,-0.3123021969581603,,,,,,,,-0.6646313115647837,,0.3939371885587297,0.8983615941270489,,,1.500638267952806,0.3404721551268537,,,,,,,,,-0.3471720383953072,,,,,,,,,,,0.4633318052947784,,,,,,,,,,,,,,,,,,0.1003856344704193,,,1.3935196727844676,,,,,-0.8747265856189221,,,,,,,,,,,,,,,,,,,0.977610875299962,,,,,,,,,,,,,,,0.2167054699810652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,1107-0,,-3.459673819219079,0.9029726713227144,-2.633142245229574,,,,,,,,0.4396215380674621,,,1.075983728899046,,,0.9885817281095004,,,,,,-0.0353349968048537,,,0.1054471432606476,-0.0807092785270342,,-0.9376533291446214,,,-0.1032936348639196,,,,,,-1.0945876014630818,0.794111774511037,,,0.2870819533617366,,,0.6662780026706967,,,,,0.1023270024499429,,-0.7906598701883827,-0.2769706116688253,-0.8093141333549021,,,,,,0.6005531433136219,,,,,,0.182206016589164,,,,-0.3123021969581603,,,,,0.2664355977122297,,,-0.6646313115647837,,0.3939371885587297,0.753195092697537,,,1.500638267952806,0.3404721551268537,,,,,,,,,-0.3471720383953072,,,,,,,,,,,0.4633318052947784,,,,,,,,,,,,,,,,,,0.1003856344704193,,,1.0851935238386905,,,,,-0.8747265856189221,,,,,,,,,,,,,,,,,,,0.8520294033469981,,,,,,,,,,,,,,,0.2167054699810652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,1107-0,,-3.459673819219079,0.9029726713227144,-2.633142245229574,,,,,,,,0.4396215380674621,,,1.075983728899046,,,0.9885817281095004,,,,,,-0.0353349968048537,,,0.1054471432606476,-0.0807092785270342,,-0.9376533291446214,,,-0.1032936348639196,,,,,,-1.0945876014630818,0.794111774511037,,,0.1537144133689045,,,0.6662780026706967,,,,,0.3232809943274094,,-0.7794473547628034,-0.2769706116688253,-0.8093141333549021,,,,,,0.6005531433136219,,,,,,0.182206016589164,,,,-0.3123021969581603,,,,,0.1823122142175722,,,-0.6646313115647837,,0.3939371885587297,0.753195092697537,,,1.500638267952806,0.3404721551268537,,,,,,,,,-0.3471720383953072,,,,,,,,,,,0.4633318052947784,,,,,,,,,,,,,,,,,,-0.0355701135443378,,,0.9255711323965172,,,,,-0.8747265856189221,,,,,,,,,,,,,,,,,,,0.8520294033469981,,,,,,,,,,,,,,,0.2167054699810652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,1111-2,0.0100902329696626,-3.4902450748231835,0.9212274886256784,-2.633142245229574,,,,,,,,0.4396215380674621,,,1.1136925192232705,,,1.0466211089243105,,,,,,-0.1019842636068633,,,0.1054471432606476,-0.1626269552959408,,-0.8195529481616626,,,-0.1032936348639196,,,,,,-0.820100409958704,0.794111774511037,,,0.1626247014665103,,,0.7199508880386896,,,,,0.1887063510310685,-0.1065524619257503,-0.6891034953039274,-0.3441651283064555,-0.8199817475242618,,,,,,0.5681483438315119,,,,,,,,,,-0.297120105411338,,,,,,,,-0.5896013017531114,,0.5570571719883219,0.9280890684606328,,,1.4982430710227403,0.3343139590735411,,,,,,,,,-0.3471720383953072,,,,,,,,,,,0.4633318052947784,,,,,,,,,,,,,,,,,,-0.001104965707156,,,0.99937577624661,,,,,-1.1139946773969165,,,,,,,,,,,,,,,,,,,0.8602292566363515,,,,,,,,,,,,,,,0.326702803243056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,1107-0,,-3.459673819219079,0.8656499803165907,-2.633142245229574,,,,,,,,0.6856715093647644,,,0.9975263770381024,,,0.9885817281095004,,,,,,-0.0353349968048537,,,0.1054471432606476,-0.0807092785270342,,-0.9376533291446214,,,0.1277498129539429,,,,,,-1.0945876014630818,0.794111774511037,,,0.1613309179237694,,,0.6662780026706967,,,,,0.3232809943274094,,-0.7794473547628034,-0.2769706116688253,-0.7542178046256374,,,,,,0.6005531433136219,,,,,,0.0711397927989399,,,,-0.3990352605409497,,,,,0.1823122142175722,,,-0.6646313115647837,,0.3939371885587297,0.753195092697537,,,1.500638267952806,0.3404721551268537,,,,,,,,,-0.5658312861524586,,,,,,,,,,,0.6698772670747574,,,,,,,,,,,,,,,,,,-0.0355701135443378,,,0.9255711323965172,,,,,-0.754223013581073,,,,,,,,,,,,,,,,,,,0.8520294033469981,,,,,,,,,,,,,,,0.2167054699810652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,1113-1,,-3.4643004258009125,0.7813343712069067,-2.633142245229574,,,,,,,,0.4479442197166908,,0.5039885430349245,1.0206349399522587,,,1.0621933591827717,,,,,,-0.079702714965673,,,0.1054471432606476,-0.1237590625373705,,-0.8507285746510765,,,0.033652181638353,,,,,,-1.086847737680112,0.794111774511037,,,0.5168738931844787,,,0.61316078384905,,,,,0.2976017875271222,,-0.7909133288015812,-0.2750197501280803,-0.9506293878183244,,,,,,0.5767337430745796,,,,,,0.1989813460596712,,,,-0.5603991580831,,,,,0.1823122142175722,,,-0.92498029284961,,0.5046725502235607,0.5363407018449269,,,1.5547903968739654,0.4442952160196913,,,,,,,,,-0.413609541328202,,,,,,,,,,,0.475915075840804,,,,,,,,,,,,,,,,,,-0.0043160463383935,,,0.8403079791118527,,,,,,,,,,,,,,,,,,,,,,,,0.8564700566914472,,,,,,,,,,,,,,,0.2220422667911533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,1114-1,,-3.461964434553808,0.761239098580615,-2.633142245229574,,,,,,,,0.5684050816941454,,0.6465671421074328,1.0532005153165074,,,0.8729491166814258,,,,,,-0.0573012854417923,,,0.1054471432606476,-0.2996143507377558,,-0.8946172135621344,,,-0.089377035788388,,,,,,-0.8635315508280541,0.794111774511037,,,0.3348208322334562,,,0.6399798695100399,,,,,0.2398853564224441,,-0.6472776493291309,-0.2760047475344703,-0.7210870464265611,,,,,,0.5887602487835709,,,,,,0.1714444567175784,,,,-0.5052970323514647,,,,,0.1823122142175722,,,-0.7935291027134328,,0.5850661786572474,0.6499315633329494,,,1.379084001921702,0.3918745579837241,,,,,,,,,-0.4142831780961509,,,,,,,,,,,0.5214008153010578,,,,,,,,,,,,,,,,,,-0.0200963436552584,,,0.8833576692574453,,,,,,,,,,,,,,,,,,,,,,,,0.8542279539406343,,,,,,,,,,,,,,,0.2193476977986457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,1115-2,,-3.462280349346633,0.7944262815043022,-2.633142245229574,,,,,,,,,,0.6465671421074328,0.9944227113594164,,,1.1571331315566704,,,,,,-0.0603308100497288,,,0.1054471432606476,-0.0715219206753845,,-0.8886818016524548,,,0.0013948839548435,,,,,,-0.9925069397139756,0.794111774511037,,,0.255158784171936,,-0.0677816979532928,0.6363529099052652,,,,,0.2784163368560212,,-0.7569752409666278,-0.27587153845162,-0.7210870464265611,,,,,,0.5871338081604831,,,,,,0.1630846226461902,,,,-0.5020577667486074,,,,,0.1823122142175722,,,-0.8113062992461612,,0.5741939048409037,0.6345697619913065,,,1.490069926327789,0.4789552891020038,,,,,,,,,-0.552328705031149,,,,,,,,,,,0.4541779003655259,,,,,,,,,,,,,,,,,,-0.0179622477489666,,,0.8775357151039801,,,,,,,,,,,,,,,,,,,,,,,,0.7410266335789558,,,,,,,,,,,,,,,0.2197121059299162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,1115-2,,-3.462280349346633,0.7944262815043022,-2.633142245229574,,,,,,,,0.654736236404085,,0.4411473308211919,0.9944227113594164,,,1.1571331315566704,,,,,,,,,0.1054471432606476,-0.1348219942914062,,-0.8886818016524548,,,0.0013948839548435,,,,,,-0.9925069397139756,0.794111774511037,,,0.255158784171936,,-0.0677816979532928,0.6363529099052652,,,,,0.4258718167689335,,-0.6364059147589471,-0.27587153845162,-0.7210870464265611,,,,,,0.5871338081604831,,,,,,0.2044931213155482,,,,-0.5020577667486074,,,,,0.2237052485509456,,,-0.8113062992461612,,0.5741939048409037,0.6345697619913065,,,1.490069926327789,0.4789552891020038,,,,,,,,,-0.552328705031149,,,,,,,,,,,0.4541779003655259,,,,,,,,,,,,,,,,,,-0.0179622477489666,,,0.8775357151039801,,,,,,,,,,,,,,,,,,,,,,,,0.7410266335789558,,,,,,,,,,,,,,,0.2197121059299162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,1115-2,,-3.462280349346633,0.7944262815043022,-2.633142245229574,,,,,,,,0.654736236404085,,0.4411473308211919,0.9944227113594164,,,0.9622488051649756,,,,,,,,,0.1054471432606476,-0.1348219942914062,,-0.8886818016524548,,,0.1077958443695132,,,,,,-0.9925069397139756,0.794111774511037,,,0.3407022200971255,,-0.0917333599831589,0.7158011209859566,,,,,0.4258718167689335,,-0.6364059147589471,-0.27587153845162,-0.7210870464265611,,,,,,0.5871338081604831,,,,,,0.2044931213155482,,,,-0.5020577667486074,,,,,0.2237052485509456,,,-0.8113062992461612,,0.5741939048409037,0.6345697619913065,,,1.490069926327789,0.4789552891020038,,,,,,,,,-0.552328705031149,,,,,,,,,,,0.4541779003655259,,,,,,,,,,,,,,,,,,-0.0179622477489666,,,1.0669752911407486,,,,,,,,,,,,,,,,,,,,,,,,0.7410266335789558,,,,,,,,,,,,,,,0.2197121059299162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,1118-2,,-3.462592394659649,0.7943901387336957,-2.633142245229574,,,,,,,,0.654736236404085,,0.5254982273639445,0.971367064202967,,,1.235171387128705,,,,,,,,,0.1054471432606476,-0.1005845115531237,,-0.90078537578132,,,0.0976708457953598,,,,,,-0.9747413898369516,0.794111774511037,,,0.3781719508447863,,-0.1035611993976899,0.6800273489082077,,,,-0.8465679572507758,0.3770633984647985,,-0.7299725132404888,-0.2757399609791541,,,,,,,0.6525089675963421,,,,,,0.1950595446188092,,,,-0.496403591645672,,,,,0.1301197102709479,,,-0.7660698844169413,,0.4486601355643387,0.4395551967125573,,,1.5370392208233763,0.4731459789114974,,,,,,,,,-0.5281895794261946,,,,,,,,,,,0.447629881525043,,,,,,,,,,,,,,,,,,-0.0158542912992924,,,0.912887547133575,,,,,,,,,,,,,,,,,,,,,,,,0.6595403791404733,,,,,,,,,,,,,,,0.2295930890402411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,1119-2,,-3.462592394659649,0.7943901387336957,-2.633142245229574,,,,,,,,0.654736236404085,,0.5254982273639445,0.971367064202967,,,1.0192123091958765,,,,,,,,,0.1054471432606476,-0.2812150730615767,,-0.90078537578132,,,0.0976708457953598,,,,,,-1.0864636506557166,0.794111774511037,,,0.3781719508447863,,-0.1035611993976899,0.6800273489082077,,,,-1.03148546216075,0.2197663789792968,,-0.7299725132404888,-0.2757399609791541,,,,,,,0.6525089675963421,,,,,,0.1950595446188092,,,,-0.2540515542917083,,,,,0.1301197102709479,,,-0.7660698844169413,,0.4486601355643387,0.4395551967125573,,,1.7548378335686543,0.4731459789114974,,,,,,,,,-0.5281895794261946,,,,,,,,,,,0.447629881525043,,,,,,,,,,,,,,,,,,-0.0158542912992924,,,0.912887547133575,,,,,,,,,,,,,,,,,,,,,,,,0.7126249479573554,,,,,,,,,,,,,,,0.2295930890402411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,1120-1,,-3.4627329942933223,0.7943738537260533,-2.5919805317633973,,,,,,,,0.6842486129973969,,,0.9609787795241266,,,1.3627099027200091,,,,,,-0.3186408716462727,,,0.1054471432606476,-0.1134319390837865,,-0.9062389365870042,,,0.0718851256497874,,,,,,-1.0822162092555678,0.794111774511037,,,0.2575343983703397,,-0.1493421656444159,0.5693648793039605,,,,,0.3539741432964597,0.0041977122969454,-0.59179992698093,-0.2144754079790054,-0.9614238284472172,,,,,,0.5922828307792651,,,,,,0.12083807382413,,,,-0.4116581721800003,,,,,,,,-0.7976844633390997,,0.498081014723962,0.531697998173295,,,1.6275194740695966,0.469605020497563,,,,,,,,,-0.5173131070816565,,,,,,,,,,,0.4221790100382562,,,,,,,,,,,,,,,,,,-0.0149045000598091,,,0.8594383294197621,,,,,,,,,,,,,,,,,,,,,,,,0.6767450940866246,,,,,,,,,,,,,,,0.2256100130726804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,1120-0,,-3.462915331029333,0.7943527345021845,-2.6633546400179977,,,,,,,,0.722521759799947,,0.4877578434822883,0.9475067250698592,,,1.1790992523476211,,0.0179363970187284,,,,-0.3186408716462727,,,0.1054471432606476,-0.0691946871556221,,-0.9133113908386176,,,0.0384448959407163,,,,,,-1.0767079118221456,0.794111774511037,,,,,-0.2061879088696732,0.5362820369743515,,,,,0.2412632986960541,,-0.653884461729494,-0.3964019989466463,-0.9272064635004492,,,,,,0.8484313660132694,,,,,,0.2175606921027959,,,,-0.6160504278975221,,,,,,,,-0.6871078428656112,,0.5707233733780206,0.5976013334383212,,,1.4624065680194764,0.4573400718168072,,,,,,,,,-0.5032079461021532,,,,,,,,,,,0.4408533226575468,,,,,,,,,,,,,,,,,,-0.0892872492389576,,,0.8931399221855345,,,,,-0.3667441704537355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0748059973945044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,1122-0,,-3.462915331029333,0.7943527345021845,-2.5599043366244647,,,,,,,,0.7429783331566265,,0.4877578434822883,0.9475067250698592,,,1.1790992523476211,,0.0179363970187284,,,,-0.3186408716462727,,,0.1054471432606476,-0.0691946871556221,,-0.9133113908386176,,,-0.1043438064792892,,,,,,-1.0767079118221456,0.794111774511037,,,,,-0.2061879088696732,0.5362820369743515,,,,,0.2412632986960541,,-0.653884461729494,-0.3964019989466463,-0.9272064635004492,,,,,,0.8484313660132694,,,,,,0.2175606921027959,,,,-0.6160504278975221,,,,,,,,-0.5746768416269341,,0.5707233733780206,0.5976013334383212,,,1.4624065680194764,0.4573400718168072,,,,,,,,,-0.5032079461021532,,,,,,,,,,,0.6567961003757258,,,,,,,,,,,,,,,,,,-0.0892872492389576,,,0.6934524290022623,,,,,-0.3667441704537355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0748059973945044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,1123-1,,-3.462915331029333,0.7943527345021845,-2.5012470916408205,,,,,,,,0.9242595807294828,,0.5132872758870952,0.9475067250698592,,,1.1790992523476211,,0.0363816286520135,,,,-0.3186408716462727,,,0.1054471432606476,-0.1750461497242189,,-0.9133113908386176,,,-0.0720302533747684,,,,,,-1.0767079118221456,0.794111774511037,,,,,-0.315502573080446,0.5362820369743515,,,,,0.2412632986960541,,-0.653884461729494,,-0.9272064635004492,,,,,,0.8484313660132694,,,,,,0.2175606921027959,,,,-0.5338541309567223,,,,,0.5016924179399553,,,-0.6418683479359197,,0.5707233733780206,0.5976013334383212,,,1.363092593700498,0.4573400718168072,,,,,,,,,-0.5808658270126944,,,,,,,,,,,0.5277434338373482,,,,,,,,,,,,,,,,,,-0.0892872492389576,,,0.8127905413576445,,,,,-0.3667441704537355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0748059973945044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,1124-0,0.2062578524461156,-3.462735756806704,0.7943735337568588,-2.767181355869446,,,,,,,,0.4376541822095549,,0.500897199234492,0.960774669636447,,,1.247910156076577,,,,,,,,,0.1054471432606476,-0.1101353220108546,,-0.8734454832006314,,,0.0374865264966848,,,,,,,0.8028778225749462,,,0.2663623103064392,,-0.2892902755430729,0.5671905738300953,,,,0.5100626194871316,-0.6022769177333764,,-0.7651722447290978,-0.1742927953649817,-0.8353946910456299,,,,,,0.5570573327671281,,,,,,0.6656516609100265,,,,-0.420312302136877,,,,,,,,-0.7983443357982364,,0.5013747898385427,0.5335084276559358,,,1.4130122154142477,0.4695354474499916,,,,,,,,,-0.5170994052418217,,,,,,,,,,,0.4216789491830606,,,,,,,,,,,,,,,,,,-0.0289689185172163,,,0.8782929509957317,,,,,,,,,,,,,,,,,,,,,,,,0.6760401237118299,,,,,,,,,,,,,,,0.2590224225028893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
