gen,id,i_ca->o_m0,i_j6->o_m1,i_j4->o_m1,i_j6->h_0,h_0->o_m1,i_devx->o_m1,i_j4->h_1,h_1->o_m1,h_1->h_2,h_2->o_m1,i_j1->o_m0,i_devx->h_3,h_3->o_m1,i_devx->h_4,h_4->h_3,i_j1->o_m1,h_2->h_5,h_5->o_m1,h_3->o_m3,h_4->h_6,h_6->h_3,i_j5->o_m2,h_5->h_7,h_7->o_m1,i_ca->o_m3,h_4->h_8,h_8->h_6,h_3->h_9,h_9->o_m1,i_devx->o_m2,h_4->o_m2,i_m3->o_m1,i_j6->o_m2,i_j3->o_m2,h_0->o_m2,i_m0->o_m0,i_j6->h_1,h_1->h_0,i_m0->o_m3,i_ca->o_m2,h_0->h_2,h_2->o_m2,i_devx->o_m3,h_0->h_3,h_3->h_2,i_m0->h_4,h_4->o_m3,i_j2->o_m3,i_j6->h_5,i_j2->o_m1,i_ca->h_6,h_6->o_m2,i_m3->o_m3,h_6->o_m3,i_m0->h_7,h_7->h_4,i_j3->o_m1,i_m3->h_8,h_8->o_m3,i_ca->h_9,h_9->h_6,i_c->o_m0,h_0->h_1,i_j7->o_m0,i_j1->h_2,h_2->o_m0,i_j7->h_3,h_3->o_m0,i_j7->h_4,h_0->o_m3,h_5->o_m0,i_j7->h_6,h_6->h_4,h_0->h_7,h_7->o_m3,h_8->h_3,h_7->o_m2,i_j6->h_9,h_9->h_0,i_devy->o_m0,h_1->o_m2,i_j0->o_m0,i_m2->o_m3,i_j2->o_m2,i_m3->o_m0,i_m2->h_0,i_ca->o_m1,h_1->o_m3,i_j2->h_2,i_m2->o_m1,i_j2->h_3,i_j0->o_m1,h_1->h_4,i_m2->h_5,h_5->h_0,i_m2->h_6,h_6->o_m1,i_m2->h_7,h_7->h_6,h_0->h_8,h_8->h_1,i_m2->h_9,h_9->h_5,h_7->o_m0,i_m0->h_0,h_0->o_m0,i_ca->h_1,i_j6->o_m0,i_j5->h_2,i_ca->h_3,h_3->h_1,i_j5->h_4,h_4->h_2,i_j0->o_m2,h_4->h_5,h_5->h_2,h_0->h_6,h_6->o_m0,i_j5->h_7,i_m2->o_m2,i_ca->h_8,h_4->h_9,h_1->o_m0,h_4->o_m1,i_j0->o_m3,i_j5->h_0,i_m0->o_m2,i_j1->h_1,h_2->h_1,i_j1->h_3,i_m3->h_4,i_j5->o_m0,i_j5->h_5,i_j6->o_m3,i_c->o_m2,i_j1->h_6,i_m2->h_8,h_8->o_m1,i_j7->o_m2,h_3->o_m2,h_6->h_9,h_9->h_3,i_j2->h_0,i_devy->o_m1,i_c->o_m3,i_c->h_3,i_c->h_4,i_j3->o_m3,i_j2->h_5,i_devy->h_6,h_7->h_0,i_j3->h_9,h_9->o_m2,i_c->o_m1,i_m3->h_0,i_j3->h_1,i_ca->h_4,i_j4->o_m0,h_3->h_5,i_j5->o_m1,h_5->h_6,i_j4->h_7,i_j3->o_m0,h_5->h_8,i_devx->o_m0,i_j3->h_0,i_j3->h_2,i_j7->o_m1,i_j3->h_3,h_3->h_4,h_5->h_1,h_3->h_6,h_4->h_7,h_7->h_2,i_devx->h_8,i_devx->h_9,h_9->h_8,i_j1->o_m3,i_j7->h_0,i_j7->h_1,i_j4->o_m2,h_2->o_m3,i_j1->o_m2,i_j4->h_3,i_j1->h_5,i_devy->o_m3,h_1->h_6,h_6->h_0,i_j0->h_8,h_8->o_m2,h_5->h_9,h_9->h_2,i_m1->o_m0,i_j6->h_2,h_2->h_0,i_m2->o_m0,h_2->h_4,h_4->h_0,i_m1->h_5,h_3->h_7,i_j5->o_m3,h_3->h_8,h_8->h_7,i_j5->h_9,h_9->o_m3,i_devx->h_0,i_m1->o_m2,i_j1->h_4,h_5->o_m2,h_7->h_1,h_8->o_m0,i_m1->o_m1,i_m0->o_m1,i_j7->o_m3,i_j2->o_m0,h_5->o_m3,h_9->o_m0,i_devy->o_m2,h_4->o_m0,i_j4->o_m3,i_m1->o_m3,i_m3->o_m2,i_devy->h_4,h_0->h_5,h_6->h_8,i_c->h_9,h_0->h_9,h_0->h_4,i_m3->h_7,i_c->h_8,i_devy->h_5,i_devy->h_7,h_1->h_8,h_8->h_4,i_m2->h_4,h_9->h_4,h_7->h_5,i_m0->h_8,h_6->h_5,h_1->h_9,h_5->h_5,h_6->h_6,i_devy->h_8,i_m1->h_8,h_7->h_8,i_ca->h_5,i_devy->h_9,h_8->h_9,i_c->h_5,i_c->h_7,h_5->h_4,h_6->h_7,i_j4->h_8,i_j0->h_9,h_8->h_8,i_m3->h_9,i_m1->h_7,h_9->h_7,i_m1->h_4,h_8->h_5,i_j5->h_8,i_c->h_6
78,77-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8793564399495095,,,,,,,,,0.2933177789098532,,-1.017718537666111,,,,,,,,1.2680678573432067,,,,,,,,-0.744649912820629,,,,,0.1171331048801495,,0.5491918829337279,,,-0.1346444108797204,,,-0.0409100725287672,,0.799072315969245,,,-0.9452943204979168,,,,,,,,,,,,,,,,,,-0.6097351581096666,,,,,,,,,,,,,,0.8693828497245247,,,,,,,,,,,,,,,,,,,,,,,,-0.8212188973021688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0451689283198978,,,,,,,,,,,,,,,,,,,,,0.1056112753153399,,-0.2926653954004456,,,,,,,,,0.561219827520026,,,0.391860094217286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,77-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8793564399495095,,,,,,,,,0.2933177789098532,,-0.926633863779274,,,,,,,,1.3732325607606783,,,,,,,,-0.744649912820629,,,,,0.1171331048801495,,0.5491918829337279,,,-0.1346444108797204,,,-0.0409100725287672,,0.799072315969245,,,-1.14590916036069,,,,,,,,,,,,,,,,,,-0.6097351581096666,,,,,,,,,,,,,,0.7623856732348426,,,,,,,,,,,,,,,,,,,,,,,,-0.8212188973021688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0451689283198978,,,,,,,,,,,,,,,,,,,,,0.1056112753153399,,-0.2926653954004456,,,,,,,,-0.5381593648644059,0.561219827520026,,,0.5031938907256621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,79-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8421461664694746,,,,,,,,,0.4568584237032486,,-1.017718537666111,,,,,,,,1.2645415721160989,,,,,,-0.9432703336516988,,,,,,,,,0.9105404918159026,,,-0.260102200531936,,,0.1705937565666024,,0.7328750914591533,,,-0.9452943204979168,,,,,,,,,,,,,,,,0.5408810581268098,,,,,,,,,,,,,,0.6447710117632346,,0.882300182957224,,,,,,,,,,,,,,,,,,,,,,,,-1.2186014038390849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0520848554649939,,,,,,,,,,,,,,,,,,,,,0.0803675746695854,,-0.5530820604276216,,,,,,,,,0.3921263350799633,,,0.6016523297406587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,80-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6665826585253238,,,,,,,,,0.5338556046029828,,-0.977658051237234,,,,,,,,1.3123455954465997,,,,,,,,-0.9001720615095721,,,,,0.1171331048801495,,0.7410487411796853,,,-0.2049238717825391,,,0.1277775291877236,,0.9109971113053512,,,-1.033527913777712,,,,,,,,,,,,,,,,,,-0.507969834839179,,,,,,,,,,,,0.5739722585415972,,0.8295598767743512,,,,,,,,,,,,,,,,,,,,,,,,-0.8664501453878964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0842450061862508,,,,,,,,,,,,,,,,,,,,,0.0914701552024013,,-0.4392172603705843,,,,,,,,-0.5381593648644059,0.4849731632646228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,81-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7911311613864366,,,,,,,,,0.4437451446302229,,-0.977658051237234,,,,,,,,1.3123455954465997,,,,,,,,-0.8946479345797872,,,,,0.1171331048801495,,0.678319680520798,,,-0.2505216368399262,,,0.0886355826701201,,0.9109971113053512,,,-1.0874023638110135,,,,,,,,,,,,,,,,,,-0.7324696990474571,,,,,,,,,,,,0.5739722585415972,,0.8295598767743512,,,,,,,,,,,,,,,,,,,,,,,,-0.8664501453878964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022495899214514,,,,,,,,,,,,,,,,,,,,,0.1743026621426487,,-0.5448818774731421,,,,,,,,-0.5381593648644059,0.4729830071806766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,82-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8702518042509558,,,,,,,,,,,-0.8788269953053859,,,,,,,,1.4669152248551762,,,,,,,,-0.8933912968420236,,,,,,,0.6576838758935495,,,-0.2904100023441816,,,0.0797315064697092,,0.9109971113053512,,,-1.0647490126953942,,,,,,,,,,,,,,,,,,-0.7835393078875129,,,,,,,,,,,,,,0.8295598767743512,,,,,,,,,,,,,,,,,,,,0.0539192184257668,,,,-0.8664501453878964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0219255269451856,,,,,,,,,,,,,,,,,,,,,0.2016578775213214,,-0.5189991671393444,,,-0.9610112338836158,,,,,-0.5381593648644059,0.5368014839971561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,82-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8702518042509558,,,,,,,,,,,-0.8788269953053859,,,,,,,,1.4669152248551762,,,,,,,,-0.8933912968420236,,,,,,,0.3100224934197091,,,-0.3146520410297871,,,,,0.9109971113053512,,,-1.0647490126953942,,,,,,,,,,,,,,,,-0.2177061162245908,,-0.7835393078875129,,,,,,,,,,,,,,0.9445132561083556,,,,,,,,,,,,,,,,,,,,0.0539192184257668,,,,-0.8664501453878964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0219255269451856,,,,,,,,,,0.2941683501096532,,,,,,,,,,,0.2016578775213214,,-0.3962884749770521,,,-0.9610112338836158,,,,,-0.5381593648644059,0.5368014839971561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,83-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8702518042509558,,,,,,,,,,,-0.6952653241762698,,,,,,,,1.4669152248551762,,,,,,,,-0.8933912968420236,0.9750851694504344,,,,,,0.4587829985995439,,,,,,0.0797315064697092,,0.9109971113053512,,,-1.0924766030498108,,,,,,,,,,,,,,,,,,-0.7835393078875129,,,,,,,,,,,,,,0.911890223944532,,,,,,,,,,,,,,,,,,,,0.0539192184257668,,,,-0.8664501453878964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0219255269451856,,,,,,,,,,,,,,,,,,,,,0.0036515180918454,,-0.6698894961444855,,,-0.9610112338836158,,,,,-0.5381593648644059,0.5368014839971561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,85-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8436583458283229,,,,,,,,,,,-1.0292510057516728,,,,,0.541586948422798,,,1.4149623985855848,,,,,,,,-0.8938136688327157,,,,,,,0.2952913097973262,,,-0.2770030133312056,,,0.0797315064697092,,0.8212794126422207,,,,,,,,,,,,,,,,,,,,,-0.7663741602069803,,,,,,,,,,,,,,0.8252188279707375,,,,,,,,,,,,,,,,,,,,,,,,-0.8075183714110452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0153121932534587,,,,,,,,,,,,,,,,,,,,,0.1706850197802234,,-0.6593114832877808,,,-0.9610112338836158,,,,,-0.5381593648644059,0.3357461902107525,0.4623397775458233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,86-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6327340064361044,,,,,,,,,,,,-0.8436583458283229,,,,,,,,,,,-1.0292510057516728,,,,,,,,1.4149623985855848,,,,,,,,-0.8938136688327157,,,,,,,0.2952913097973262,,,-0.2770030133312056,,,0.0797315064697092,,0.8212794126422207,,,,,,,,,,,,,,,,,,,,,-0.7663741602069803,,,,,,,,,,,,,,0.8252188279707375,,,,,,,,,,,,,,,,,,,,,,,,-0.8779210092572427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0153121932534587,,,,,,,,,,,,,,,,,,,,,0.1706850197802234,,-0.7853949748570379,,,-0.9610112338836158,,,,,-0.6974031530410026,0.3357461902107525,0.4623397775458233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,87-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6327340064361044,,,,,,,,,,,,-0.8436583458283229,,,,,,,,,,,-1.0292510057516728,,,,,,,,1.4149623985855848,,,,,,,,-0.8938136688327157,,,,,,,0.2952913097973262,,,-0.2770030133312056,,,0.0240807246802641,,0.8212794126422207,,,,,,,,,,,,,,,,,,,,,-0.9372334198384684,,,,,,,,,,,,,,0.8210149465017228,,,,,,,,,,,,,,,,,,,,,,,,-0.8779210092572427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0153121932534587,,,,,,,,,,,,,,,,,,,,,0.3574017286603195,,-0.8574044484703882,,,-0.9610112338836158,,,,,-0.6974031530410026,0.3357461902107525,0.4623397775458233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,88-1,,,,,-0.8458333461886602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.949543055427594,,,,,,,,-0.9306090943149128,,,,,,,,,,,-0.5966703994858803,,,,,,,,1.4830771086790635,,,,,,,,-0.9195414350350504,1.1395628309697905,,,,,,0.2635913436724634,,,,,,0.0797315064697092,,0.9364369617393264,,,-0.9598752923480256,,,,,,,,,,,,,,,,,,-0.7758520627008633,,,,,,,,,,,,,,0.8185390623914779,,,,,,,,,,,,,,,,,,,,0.2347821602199541,,,,-0.8528133860619018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0173217540865149,,,,,,,,,,,,,,,,,,,,,0.0158219006242121,,-0.6901676953855913,,,-1.1749930920833034,,,,,,0.5975822285741074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,89-1,,,,,-0.8458333461886602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.949543055427594,,,,,,,,-0.974184862888857,,,,,,,,,,,-0.6264164815512022,,,,,,,,1.51254753631747,,,,,,,,-0.9007757940205456,,,,,,,0.2825961877251324,,,,,,0.194967987589663,,0.9013302248326852,,,-0.9598752923480256,,,,,,,,,,,,,,,,,,-0.7409644914800866,,,,,,,,,,,,,,0.8784371227703492,,,,,,,,,,,,,,,,,,,,0.4208008086968334,,,,-0.8647851013624086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1038094140667948,,,,,,,,,,,,,,,,,,,,,0.1315588978341151,,-0.7083630847017472,,,-1.0451518565278266,,,,,,0.4248208972795453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,90-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5122938680824237,,,-0.949543055427594,,,,,,,,,,,,,,,,,,,,,1.1649347974858253,,,1.0,,,1.51254753631747,,,,,,,,,,,,-0.8458333461886602,,,,,,,,,0.4101984222287973,,1.0333460374346477,,,-0.8259195857137571,,,,,,,,,,,,,,,,,,-0.7409644914800866,,,,,,,,,,,-0.9007757940205456,,,0.9554939694975444,,,,1.0,,,,,,,,,,,,,,,,,,,,-0.9151186389252706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9580982063263356,,,,,,,,,,0.2586651219679352,,,,,,,,,,0.8250594426239078,,,,,,,,,1.0291606803809237,,0.089278405770512,,,,,,,,,,,0.622170927750929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,91-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5122938680824237,,,-0.8127870290684323,,,,,,,,,,,,,,,,,,,,,1.1649347974858253,,,1.0,,,1.51254753631747,,,,,,,,,,,,-0.8458333461886602,,,,,,,,,0.4101984222287973,,1.1243573230168629,,,-0.8259195857137571,,,,,,,,,,,,,,,,,,-0.5161469731713815,,,,,,,,,,,-0.9007757940205456,,,0.9554939694975444,,,,1.0,,,,,,,,,,,,,,,,,,,,-0.9151186389252706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9580982063263356,,,,,,,,,,0.2586651219679352,,,,,,,,,,0.8250594426239078,,,,,,,,,1.0291606803809237,,0.089278405770512,,,,,,,,,,,,,,-0.6000643286785117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,92-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5122938680824237,,,-0.8025947117751646,,,,,,,,,,,,,,,,,,,,,1.4002545182142057,,,1.0,,,1.6311267433418024,,,,,,,,,,,,-0.8458333461886602,,,,,,0.871548671406474,,,0.6230336487946141,,0.9482108044148848,,,-0.8940370552749223,,,,,,,,,,,,,,,,,,-0.6245961300900061,,,,,,,,,,,,,,0.9554939694975444,,,,,,,,,,,,,,,,,,,,,,,,-0.8895236620557527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9580982063263356,,,,,,,,,,,,,,,,,,,,0.8250594426239078,,,,,,,,,1.1628633976202638,,-0.1211536015155673,,,,,,,,,,,0.4716412617847615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,93-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.552861638409909,,,-0.8594178663279375,,,,,,,,,,,,-0.3024202021009037,,,,,,,,,,,,0.3829728058302988,,,1.811823707301884,,,,,,,,,,,,,,,,,,,,,0.6814917676786759,,1.0074460229913014,,,-0.8676968502449631,,,,,,,,,0.4460503881566547,,,,,,,,,,,,,,,,,,,,-0.7757993304073135,,,0.9554939694975444,,,,1.0,,,,,,,,,,,,,,,,,,,,-0.8236555615341894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9580982063263356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0774642262047776,,-0.0397820788725529,,,,,,,,,,,0.4512459992466062,,,0.879787672788785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,94-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6209982627961412,,,-0.884492206601147,,,,,,,,,,,,,,,,,,,,,,,,-0.0501161146747817,,,1.7285600534677856,,,,,,,,,,,,-0.8458333461886602,,,,,,,,,0.60601340557343,,1.0335847341986069,,,-0.8719600387448662,,,,,,,,,0.4012493754965926,,,,,,,,,,,,,,,,,,,,-0.8105698801957357,,,0.9882054183817494,,,,1.048945506942368,,,,,,,,,,,,,,,,,,,,-0.819836637207253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9580982063263356,,,,,,,,,,0.2586651219679352,,,,,,,,,,,,,,,,,,,1.0418342627786703,,-0.0038752858872178,,,,,,,,,,,0.4422461864613409,,,1.0238605049062997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,94-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5363933719701521,,,-0.8960036982591797,,,,,,,,,,,,,,,,,,0.1386988142411479,,,,,,-0.0143028012804121,,,1.69033416811707,,,,,,,,,,,,-0.9322539872661856,,,,,,,,,0.557708570632788,,1.045584872696213,,,-0.8962108945233584,,,,,,,,,0.32001936257176,,,,,,,,,,,,,,,,,,,,,0.6496514513852971,,0.8369581428808195,,,,1.0,,,,,,,,,,,,,,,,,,,,-0.7812461023220295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9152788906690869,,,,,,,,,,0.054704464530648,,,,,,,,,,,,,,,,,,,0.8771145659120081,,-0.12052903147905,,,,,,,,,,,0.438114421929449,,,0.879787672788785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,96-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6209982627961412,,,-0.884492206601147,,,,,,,,,,,,,,,,,,,,,,,,-0.0501161146747817,,,1.7285600534677856,,,,,,,,,,,,-0.8458333461886602,,,,,,,,,0.60601340557343,,1.2589081627835168,,0.7590238876226852,-0.8790855841710834,,,,,,,,,0.4012493754965926,,,,,,,,,,,,,,,,,,,,-0.8105698801957357,,,1.2852190681226985,,,,,,,,,,,,,,,,,,,,,,,,-0.7268900249667257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9580982063263356,,,,,,,,,,0.2586651219679352,,,,,,,,,,,,,,,,,,,1.1080230453242257,,-0.1631454747494679,,,,,,,,,,,0.3830591546318038,,,1.0238605049062997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,96-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3042620908367413,0.6209982627961412,,,-0.884492206601147,,,,,,,,,,,,,,,,,,,,,,,,-0.0501161146747817,,,1.7285600534677856,,,,,,,,,,,,-0.6351108038827427,,,,,,,,,0.60601340557343,,1.1051954830468915,,0.7590238876226852,-0.8790855841710834,,,,,,,,,0.4012493754965926,,,,,,,,,,,,,,,,,,,,-0.8105698801957357,,,1.2852190681226985,,,,,,,,,,,,,,,,,,,,,,,,-0.7268900249667257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.101362953570735,,,,,,,,,,0.2586651219679352,,,,,,,,,,,,,,,,,,,1.1080230453242257,,-0.1631454747494679,,,,,,,,,,,0.4024176720027862,,,1.0238605049062997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,98-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3042620908367413,,,,-0.8873738497307166,,,,,,,,,,,,,,,,,,,,,,,,-0.0411510568390324,,,1.6448879979502171,,,,,,,,,,,,-0.6351108038827427,,,,,,,,,0.4660960186432435,,1.0711208458582078,,0.7590238876226852,-1.08164489165219,,,,,,,,,0.4012493754965926,,,,,,,,,,,,,,,,,,,,-0.8105698801957357,,,1.1226406234442634,,,,,,,,,,,,,,,,,,,,,,,,-0.7404968468725528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0164645026998318,,,,,,,,,,-0.0945205275216736,,,,,,,,,,,,,,,,,,,1.1437016316312008,,-0.0709481649258567,,,,,,,,,,,0.4220057794814798,,,1.1035735444408123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,98-2,-0.8795650623390365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4914587953138387,,,-0.8864629147920848,,,,,,,,0.2110877625360888,,,,,,,,,,0.1386988142411479,,,,,,,,,1.6713381152378055,,,,,,,,,,,,,,,,,,,,,0.5103262132044285,,1.0818924008845268,,,-0.8745883216372481,,0.2202201999026101,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6496514513852971,,1.1740343522534644,,,,1.0591662173141874,,,,,,,,,,,,,,,,,,,,-0.7361955059637606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1233351819444015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9816132633618724,,-0.1720473611736502,,,,,,,,,,,0.4158136555154975,,,1.2954061220542117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,100-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4586729750933502,,,-0.8864629147920848,,,,,,,,0.2110877625360888,,,,,,,,,,0.1386988142411479,,,,,,,,,1.6326016795142075,,,,,,,,,,,,,,,,,,,,,0.5103262132044285,,1.0818924008845268,,,-0.9003036952559844,,0.2202201999026101,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6496514513852971,,1.1740343522534644,,,,1.0591662173141874,,,,,,,,,,,,,,,,,,,,-0.7361955059637606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1233351819444015,,,,,,,,,,,,,,,,,0.0425999648678478,,,,,,,,,,,,0.9816132633618724,,-0.1720473611736502,,,,,,,,,,,0.4158136555154975,,,1.2954061220542117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,100-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4586729750933502,,,-0.8864629147920848,,,,,,,,0.2110877625360888,,,,,,,,,,0.1386988142411479,,,,,,,,,1.6326016795142075,,,,,,,,,,,,,,,,,,,,,0.5103262132044285,,0.959783080266814,,,-0.9003036952559844,,,,,,,,,0.2532293094838989,,,,,,,,,,,,,,,,,,,,,0.6496514513852971,,1.4003331674575032,,,,1.0591662173141874,,,,,,,,,,,,,,,,,,,,-0.7361955059637606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1233351819444015,,,,,,,,,,,,,,,,,0.0425999648678478,,,,,,,,,,,,0.9816132633618724,,-0.2734062057825867,,-0.0974435511018663,,,,,,,,,0.4158136555154975,,,1.2954061220542117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,102-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4440095580831589,,,-0.8284914948802804,,,,,,,,0.2110877625360888,,,,0.3853640690512001,,,,,,0.1386988142411479,,,,,,,,,1.6326016795142075,,,,,,,,,,,,,,,,,,,,,,,1.0366301951396262,,,-0.9003036952559844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.708211916891905,,1.3215224594473791,,,,1.0591662173141874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1233351819444015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0054503892721378,,-0.2381070271301662,,,,,-0.8889788945653743,,,,,,0.4158136555154975,,,1.4728112329724614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,103-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109342131676776,,,-1.2160414819615952,,,,,,,,0.4015328103287709,,,,0.424315697755095,,,,,,0.3653128317083253,,,,,,,,,1.5677244788873863,,,,,,,,,0.717885517777876,,,,,,,,,,,,,,0.9759483119027216,,,-0.9003036952559844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6855303126678091,,1.2222657805792312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0989582492594516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1132195303512045,,-0.2321105713981877,,,,,-0.8889788945653743,,,,,,0.4158136555154975,,,1.2050205650609471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
